ETagGantryID,LinkID,LocationType,PositionLon,PositionLat,RoadID,RoadName,RoadClass,RoadDirection,Start,End,LocationMile,LocationMile_Numeric
03F1332S,0000300013300K,4,120.76442,24.579641,000030,國道3號,0,S,後龍,西湖服務區,133K+200,133200
03F1395S,0000300013900K,4,120.73325,24.531124,000030,國道3號,0,S,西湖服務區,通霄,139K+500,139500
03F1485S,0000300014800K,4,120.68121,24.467308,000030,國道3號,0,S,通霄,苑裡,148K+500,148500
03F1633S,0000300016300B,4,120.651566,24.34112,000030,國道3號,0,S,苑裡,大甲,163K+300,163300
03F1651S,0000300016500B,4,120.635574,24.334719,000030,國道3號,0,S,大甲,中港系統,165K+100,165100
03F1710S,0000300017100B,4,120.60197,24.292881,000030,國道3號,0,S,中港系統,清水服務區,171K+000,171000
03F1739S,0000300017400B,4,120.590805,24.269464,000030,國道3號,0,S,清水服務區,沙鹿,173K+900,173900
03F1779S,0000300017700B,4,120.59331,24.234648,000030,國道3號,0,S,沙鹿,龍井,177K+900,177900
03F1860S,0000300018600B,4,120.54824,24.177832,000030,國道3號,0,S,龍井,和美,186K+000,186000
03F1944S,0000300019400N,4,120.53669,24.11901,000030,國道3號,0,S,和美,彰化系統,194K+400,194400
03F1991S,0000300019900N,4,120.57766,24.102808,000030,國道3號,0,S,彰化系統,快官,199K+100,199100
03F2066S,0000300020600B,4,120.63971,24.070333,000030,國道3號,0,S,快官,烏日,206K+600,206600
03F2079S,0000300020800B,4,120.65236,24.067778,000030,國道3號,0,S,烏日,中投,207K+900,207900
03F2100S,0000300021000B,4,120.67097,24.060654,000030,國道3號,0,S,中投,霧峰,210K+000,210000
03F2129S,0000300021300B,4,120.67593,24.037418,000030,國道3號,0,S,霧峰,霧峰系統,212K+900,212900
03F2152S,0000300021510N,4,120.66322,24.019993,000030,國道3號,0,S,霧峰系統,草屯,215K+200,215200
03F2194S,0000300021900M,4,120.65272,23.985844,000030,國道3號,0,S,草屯,中興系統,219K+400,219400
03F2235S,0000300022340M,4,120.66127,23.955503,000030,國道3號,0,S,中興系統,中興,223K+500,223500
03F2261S,0000300022600M,4,120.67704,23.9376,000030,國道3號,0,S,中興,南投,226K+100,226100
03F2306S,0000300023000M,4,120.70283,23.90678,000030,國道3號,0,S,南投,南投服務區,230K+600,230600
03F2336S,0000300023300M,4,120.70918,23.88203,000030,國道3號,0,S,南投服務區,名間,233K+600,233600
03F2415S,0000300024100M,4,120.700005,23.814837,000030,國道3號,0,S,名間,竹山,241K+500,241500
03F2447S,0000300024400M,4,120.70452,23.787485,000030,國道3號,0,S,竹山,南雲,244K+700,244700
03F2535S,0000300025300P,4,120.6259,23.775581,000030,國道3號,0,S,南雲,斗六,253K+500,253500
03F2614S,0000300026120P,4,120.60178,23.724424,000030,國道3號,0,S,斗六,古坑(文化路)&古坑系統,261K+400,261400
03F2709S,0000300027100P,4,120.57295,23.649141,000030,國道3號,0,S,古坑(文化路)&古坑系統,古坑(朝陽路),270K+900,270900
03F2747S,0000300027500P,4,120.55856,23.618202,000030,國道3號,0,S,古坑(朝陽路),古坑服務區,274K+700,274700
03F2777S,0000300027800P,4,120.53251,23.606792,000030,國道3號,0,S,古坑服務區,梅山,277K+700,277700
03F2840S,0000300028400Q,4,120.50506,23.558125,000030,國道3號,0,S,梅山,竹崎(縣道166線),284K+000,284000
03F2899S,0000300029000Q,4,120.48633,23.511683,000030,國道3號,0,S,竹崎(縣道166線),竹崎(縣道159線),289K+900,289900
03F2923S,0000300029210Q,4,120.49458,23.492079,000030,國道3號,0,S,竹崎(縣道159線),中埔,292K+300,292300
03F2985S,0000300029840Q,4,120.4812,23.442486,000030,國道3號,0,S,中埔,水上系統,298K+500,298500
03F3101S,0000300031000D,4,120.436356,23.361254,000030,國道3號,0,S,水上系統,白河,310K+100,310100
03F3187S,0000300031900D,4,120.40417,23.296692,000030,國道3號,0,S,白河,東山服務區,318K+700,318700
03F3211S,0000300032120D,4,120.39025,23.279282,000030,國道3號,0,S,東山服務區,柳營,321K+100,321100
03F3259S,0000300032600D,4,120.36738,23.244993,000030,國道3號,0,S,柳營,烏山頭,325K+900,325900
03F3307S,0000300033100D,4,120.35546,23.203276,000030,國道3號,0,S,烏山頭,官田系統,330K+700,330700
03F3392S,0000300033900D,4,120.33371,23.132065,000030,國道3號,0,S,官田系統,善化,339K+200,339200
03F3445S,0000300034400D,4,120.32903,23.085272,000030,國道3號,0,S,善化,新化系統,344K+500,344500
03F3496S,0000300035000D,4,120.32517,23.040203,000030,國道3號,0,S,新化系統,關廟,349K+600,349600
03F3588S,0000300035900D,4,120.340164,22.969757,000030,國道3號,0,S,關廟,關廟服務區,358K+800,358800
03F3670S,0000300036700D,4,120.35477,22.90197,000030,國道3號,0,S,關廟服務區,田寮,367K+000,367000
03F3743S,0000300037400E,4,120.38543,22.845121,000030,國道3號,0,S,田寮,燕巢系統,374K+300,374300
03F3854S,0000300038600E,4,120.44184,22.769197,000030,國道3號,0,S,燕巢系統,九如,385K+400,385400
03F3916S,0000300039200T,4,120.49684,22.749792,000030,國道3號,0,S,九如,屏東,391K+600,391600
03F3981S,0000300039800T,4,120.53934,22.7058,000030,國道3號,0,S,屏東,長治,398K+100,398100
03F4018S,0000300040200T,4,120.56309,22.682775,000030,國道3號,0,S,長治,麟洛,401K+800,401800
